nav_b
29.430000
29.611000
29.683000
29.763000
29.839000
29.888000
29.954000
29.979000
29.987000
30.053000
30.106000
30.135000
30.147000
30.367000
30.620000
30.679000
30.868000
31.037000
31.041000
31.205000
31.228000
31.266000
31.279000
31.296000
31.337000
31.547000
31.738000
31.781000
32.051000
32.083000
32.251000
32.292000
32.296000
32.311000
32.316000
32.422000
32.539000
32.560000
32.566000
32.731000
32.757000
32.876000
32.972000
33.037000
33.184000
33.509000
33.623000
33.676000
33.787000
33.869000
33.939000
34.019000
34.037000
34.071000
34.159000
34.326000
34.426000
34.616000
34.625000
34.684000
34.797000
34.800000
35.357000
35.480000
35.710000
35.742000
35.812000
35.829000
35.844000
36.257000
36.287000
36.306000
36.630000
36.798000
36.828000
36.831000
37.182000
37.299000
37.459000
37.510000
37.511000
37.667000
37.811000
38.019000
38.029000
38.180000
38.366000
38.440000
38.460000
38.557000
38.660000
38.702000
38.956000
39.149000
39.312000
39.313000
39.331000
39.391000
39.420000
39.457000
39.628000
39.804000
39.894000
40.033000
40.202000
40.203000
40.396000
40.443000
40.639000
40.657000
40.740000
40.960000
41.320000
41.374000
41.422000
41.861000
41.871000
41.925000
42.068000
42.182000
42.192000
42.901000
42.963000
42.977000
43.335000
43.380000
43.464000
19.462000
28.878000
31.565000
21.671000
22.465000
26.967000
20.679000
18.785000
22.353000
16.421000
42.716000
29.155000
21.837000
18.187000
22.937000
20.187000
28.973000
26.524000
31.451000
28.996000
38.505000
27.691000
24.118000
38.011000
40.815000
26.367000
28.887000
42.406000
16.355000
28.236000
17.067000
27.552000
18.678000
40.465000
26.156000
29.129000
16.685000
32.476000
23.572000
25.573000
58.353000
58.469000
58.475000
58.786000
58.935000
59.016000
59.142000
59.168000
59.482000
59.506000
59.532000
59.863000
59.888000
59.997000
60.051000
60.794000
60.846000
60.897000
61.496000
61.522000
61.626000
61.771000
61.797000
61.836000
61.881000
61.904000
62.022000
62.154000
62.154000
62.209000
62.276000
62.353000
62.654000
62.912000
63.222000
63.233000
63.320000
63.476000
63.649000
63.798000
63.819000
64.002000
64.005000
64.131000
64.200000
64.209000
64.293000
64.346000
64.451000
64.534000
64.664000
64.788000
64.920000
64.976000
65.031000
65.192000
65.421000
65.474000
65.933000
65.952000
65.986000
66.108000
66.123000
66.195000
66.271000
66.337000
66.363000
66.576000
66.779000
66.904000
67.126000
67.132000
67.210000
67.241000
67.249000
67.482000
67.555000
67.608000
67.710000
67.873000
68.067000
68.162000
68.191000
68.191000
68.206000
68.256000
68.265000
68.306000
68.700000
68.716000
68.721000
68.742000
68.934000
69.062000
69.149000
69.166000
69.370000
69.420000
69.533000
69.621000
69.810000
70.021000
70.162000
70.191000
70.310000
70.497000
70.674000
70.908000
70.995000
71.037000
71.038000
71.139000
71.335000
71.404000
71.509000
71.667000
71.676000
71.976000
72.149000
72.155000
72.170000
72.179000
72.280000
72.380000
72.427000
72.482000
43.959000
47.965000
67.929000
45.231000
53.755000
56.626000
46.500000
55.021000
49.281000
47.740000
43.991000
56.840000
48.143000
57.593000
45.024000
72.132000
59.366000
70.036000
69.405000
47.257000
56.554000
51.713000
57.671000
45.625000
46.759000
67.952000
43.578000
67.514000
43.508000
71.144000
59.621000
66.456000
54.539000
49.072000
45.862000
48.587000
48.393000
45.870000
56.697000
52.080000
87.742000
87.808000
87.877000
87.957000
87.962000
88.046000
88.186000
88.249000
88.295000
88.372000
88.402000
88.505000
88.510000
88.879000
89.017000
89.119000
89.177000
89.376000
89.597000
89.654000
89.844000
89.854000
89.912000
89.960000
90.219000
90.225000
90.595000
90.611000
90.622000
90.628000
90.708000
90.718000
90.826000
90.990000
90.998000
90.999000
91.001000
91.018000
91.044000
91.070000
91.080000
91.129000
91.331000
92.192000
92.259000
92.311000
92.431000
92.477000
92.542000
93.176000
93.230000
93.343000
93.347000
93.349000
93.551000
93.594000
93.749000
93.808000
93.957000
94.114000
94.226000
94.244000
94.337000
94.612000
94.652000
94.749000
94.862000
94.988000
95.044000
95.135000
95.357000
95.459000
95.736000
95.848000
95.870000
96.078000
96.094000
96.150000
96.248000
96.297000
96.648000
96.669000
96.683000
96.864000
96.921000
96.947000
97.026000
97.035000
97.062000
97.081000
97.139000
97.191000
97.349000
97.438000
97.445000
97.537000
97.592000
97.672000
97.743000
97.918000
97.928000
98.009000
98.063000
98.089000
98.140000
98.170000
98.200000
98.246000
98.376000
98.422000
98.423000
98.526000
98.561000
98.589000
98.605000
98.670000
98.741000
98.856000
98.938000
98.938000
99.166000
99.339000
99.814000
99.896000
99.900000
99.973000
78.439000
74.055000
74.240000
75.085000
85.075000
79.923000
73.707000
99.373000
73.221000
82.237000
99.528000
81.817000
80.637000
85.793000
83.764000
72.713000
79.494000
75.693000
95.812000
93.410000
76.240000
78.627000
82.980000
85.277000
81.359000
74.169000
95.026000
84.434000
80.327000
75.643000
77.130000
75.295000
97.066000
72.752000
85.360000
83.385000
78.535000
95.730000
85.531000
74.397000
