alta definicao
72.565000
72.684000
72.713000
72.752000
72.813000
72.859000
72.987000
73.183000
73.221000
73.264000
73.438000
73.571000
73.591000
73.707000
73.843000
73.900000
73.936000
74.053000
74.055000
74.169000
74.197000
74.240000
74.323000
74.397000
74.445000
74.553000
74.587000
74.613000
74.675000
74.795000
75.085000
75.295000
75.359000
75.514000
75.546000
75.643000
75.693000
75.961000
76.175000
76.200000
76.240000
76.419000
76.434000
76.563000
76.609000
76.724000
76.853000
77.130000
77.450000
77.701000
77.767000
77.796000
77.891000
77.945000
77.978000
78.084000
78.202000
78.251000
78.404000
78.439000
78.473000
78.488000
78.518000
78.535000
78.627000
79.175000
79.244000
79.309000
79.397000
79.416000
79.494000
79.538000
79.546000
79.592000
79.688000
79.923000
79.931000
79.939000
80.108000
80.277000
80.297000
80.302000
80.312000
80.327000
80.424000
80.436000
80.637000
80.873000
80.985000
81.009000
81.047000
81.068000
81.073000
81.118000
81.175000
81.322000
81.359000
81.390000
81.518000
81.542000
81.628000
81.757000
81.764000
81.766000
81.817000
81.951000
81.964000
82.067000
82.237000
82.238000
82.853000
82.980000
83.033000
83.385000
83.388000
83.561000
83.574000
83.621000
83.677000
83.688000
83.715000
83.764000
83.773000
83.821000
83.959000
83.962000
84.032000
84.238000
84.344000
84.434000
84.573000
84.605000
84.648000
84.826000
84.933000
84.994000
85.075000
85.277000
85.278000
85.307000
85.309000
85.360000
85.456000
85.529000
85.531000
85.556000
85.575000
85.793000
85.894000
86.052000
86.076000
86.107000
86.163000
86.332000
86.732000
86.740000
86.847000
86.865000
86.885000
86.910000
86.949000
86.964000
87.108000
87.218000
87.311000
87.327000
87.439000
87.742000
87.808000
87.877000
87.957000
87.962000
88.046000
88.186000
88.249000
88.295000
88.372000
88.402000
88.505000
88.510000
88.756000
88.757000
88.879000
88.971000
88.992000
89.017000
89.119000
89.157000
89.177000
89.207000
89.215000
89.304000
89.376000
89.597000
89.654000
89.844000
89.854000
89.881000
89.912000
89.960000
90.084000
90.109000
90.219000
90.225000
90.234000
90.313000
90.595000
90.611000
90.622000
90.628000
90.708000
90.718000
90.826000
90.990000
90.998000
90.999000
91.001000
91.018000
91.044000
91.070000
91.080000
91.129000
91.331000
91.993000
92.192000
92.234000
92.259000
92.311000
92.431000
92.477000
92.527000
92.542000
92.922000
93.176000
93.230000
93.343000
93.347000
93.349000
93.410000
93.551000
93.594000
93.749000
93.808000
93.957000
94.114000
94.191000
94.226000
94.244000
94.316000
94.337000
94.612000
94.652000
94.749000
94.862000
94.988000
95.026000
95.044000
95.135000
95.321000
95.357000
95.364000
95.459000
95.512000
95.676000
95.730000
95.736000
95.812000
95.848000
95.849000
95.870000
96.046000
96.078000
96.094000
96.150000
96.248000
96.297000
96.315000
96.648000
96.669000
96.683000
96.762000
96.864000
96.916000
96.921000
96.947000
97.026000
97.035000
97.062000
97.066000
97.081000
97.139000
97.175000
97.191000
97.349000
97.438000
97.445000
97.537000
97.592000
97.672000
97.743000
97.918000
97.928000
98.009000
98.063000
98.089000
98.140000
98.170000
98.200000
98.246000
98.376000
98.422000
98.423000
98.526000
98.561000
98.589000
98.605000
98.649000
98.670000
98.741000
98.856000
98.938000
98.938000
99.166000
99.257000
99.339000
99.373000
99.528000
99.585000
99.770000
99.814000
99.896000
99.900000
99.973000
55.021000
56.554000
67.482000
43.897000
48.143000
53.656000
60.897000
61.797000
70.467000
46.897000
