nav_a
15.057000
15.159000
15.305000
15.565000
15.663000
15.755000
15.909000
15.927000
16.067000
16.187000
16.202000
16.218000
16.275000
16.306000
16.481000
16.505000
16.645000
16.687000
16.870000
17.002000
17.075000
17.160000
17.292000
17.433000
17.446000
17.684000
17.708000
17.822000
17.884000
17.940000
18.021000
18.085000
18.098000
18.102000
18.282000
18.647000
18.992000
19.074000
19.203000
19.215000
19.269000
19.297000
19.474000
19.497000
19.508000
19.932000
20.116000
20.148000
20.308000
20.394000
20.509000
20.570000
20.577000
20.577000
20.794000
21.026000
21.264000
21.732000
21.980000
22.077000
22.141000
22.468000
22.497000
22.528000
22.569000
22.601000
22.770000
22.814000
22.867000
23.033000
23.148000
23.158000
23.179000
23.183000
23.271000
23.582000
23.678000
23.687000
23.762000
24.001000
24.207000
24.327000
24.449000
24.588000
24.606000
24.659000
24.837000
24.856000
24.867000
25.125000
25.352000
25.437000
25.732000
25.814000
25.851000
25.871000
26.010000
26.027000
26.154000
26.290000
26.291000
26.333000
26.389000
26.405000
26.412000
26.506000
26.704000
26.730000
26.779000
26.895000
26.924000
26.932000
27.207000
27.257000
27.383000
27.479000
27.643000
27.657000
27.715000
27.718000
27.744000
28.005000
28.166000
28.255000
28.261000
28.366000
28.485000
28.590000
28.634000
28.665000
28.927000
29.063000
29.143000
29.303000
29.338000
29.375000
39.350000
37.547000
42.817000
40.633000
32.492000
35.238000
36.781000
36.305000
29.438000
35.388000
30.986000
38.871000
40.726000
34.482000
32.500000
41.189000
30.007000
39.233000
34.490000
36.359000
39.600000
43.025000
37.287000
32.893000
35.476000
34.430000
34.998000
29.616000
32.214000
39.788000
37.390000
43.590000
43.806000
43.850000
43.897000
43.922000
43.922000
43.925000
43.935000
43.989000
44.019000
44.198000
44.230000
44.262000
44.361000
44.377000
44.601000
44.608000
44.770000
44.824000
44.831000
45.056000
45.131000
45.360000
45.507000
45.739000
45.923000
45.946000
45.983000
46.154000
46.192000
46.477000
46.568000
46.897000
46.934000
46.946000
46.956000
47.087000
47.697000
47.874000
47.884000
48.040000
48.117000
48.341000
48.405000
48.585000
48.680000
48.790000
49.075000
49.124000
49.177000
49.356000
49.380000
49.661000
49.682000
49.804000
49.852000
49.861000
49.983000
50.024000
50.078000
50.149000
50.155000
50.166000
50.285000
50.303000
50.607000
50.612000
50.962000
51.048000
51.105000
51.241000
51.432000
51.433000
51.642000
51.700000
51.872000
52.059000
52.169000
52.490000
52.596000
52.665000
52.755000
52.806000
52.812000
52.976000
53.096000
53.201000
53.225000
53.297000
53.381000
53.566000
53.656000
53.737000
53.776000
53.911000
54.101000
54.169000
54.179000
54.334000
54.428000
54.459000
54.472000
54.523000
54.564000
54.590000
54.594000
54.775000
55.081000
55.086000
55.108000
55.126000
55.221000
55.310000
55.345000
55.362000
55.407000
55.502000
55.712000
55.796000
55.990000
56.206000
56.224000
56.547000
56.675000
56.964000
57.108000
57.137000
57.200000
57.417000
57.484000
57.498000
57.597000
57.646000
57.678000
57.972000
58.022000
58.268000
66.279000
65.272000
66.836000
65.721000
69.827000
69.525000
70.989000
64.870000
64.318000
71.100000
61.585000
60.519000
67.994000
66.508000
60.067000
65.708000
66.005000
63.636000
64.287000
71.074000
61.103000
62.957000
69.370000
71.253000
64.051000
70.467000
62.458000
58.625000
70.723000
70.792000
72.565000
72.684000
72.813000
72.859000
72.987000
73.183000
73.264000
73.438000
73.571000
73.591000
73.843000
73.900000
73.936000
74.053000
74.197000
74.323000
74.445000
74.553000
74.587000
74.613000
74.675000
74.795000
75.359000
75.514000
75.546000
75.961000
76.175000
76.200000
76.419000
76.434000
76.563000
76.609000
76.724000
76.853000
77.450000
77.701000
77.767000
77.796000
77.891000
77.945000
77.978000
78.084000
78.202000
78.251000
78.404000
78.473000
78.488000
78.518000
79.175000
79.244000
79.309000
79.397000
79.416000
79.538000
79.546000
79.592000
79.688000
79.931000
79.939000
80.108000
80.277000
80.297000
80.302000
80.312000
80.424000
80.436000
80.873000
80.985000
81.009000
81.047000
81.068000
81.073000
81.118000
81.175000
81.322000
81.390000
81.518000
81.542000
81.628000
81.757000
81.764000
81.766000
81.951000
81.964000
82.067000
82.238000
82.853000
83.033000
83.388000
83.561000
83.574000
83.621000
83.677000
83.688000
83.715000
83.773000
83.821000
83.959000
83.962000
84.032000
84.238000
84.344000
84.573000
84.605000
84.648000
84.826000
84.933000
84.994000
85.278000
85.307000
85.309000
85.456000
85.529000
85.556000
85.575000
85.894000
86.052000
86.076000
86.107000
86.163000
86.332000
86.732000
86.740000
86.847000
86.865000
86.885000
86.910000
86.949000
86.964000
87.108000
87.218000
87.311000
87.327000
87.439000
88.756000
89.207000
95.849000
99.585000
95.512000
96.762000
89.215000
94.191000
89.304000
89.157000
92.922000
89.881000
90.313000
88.971000
95.321000
95.364000
90.109000
90.084000
98.649000
90.234000
92.527000
88.757000
99.257000
94.316000
92.234000
91.993000
96.315000
99.770000
96.916000
95.676000
96.046000
88.992000
97.175000
