baixa definicao
15.057000
15.159000
15.305000
15.565000
15.663000
15.755000
15.909000
15.927000
16.067000
16.187000
16.202000
16.218000
16.275000
16.306000
16.355000
16.421000
16.481000
16.505000
16.645000
16.685000
16.687000
16.870000
17.002000
17.067000
17.075000
17.160000
17.292000
17.433000
17.446000
17.684000
17.708000
17.822000
17.884000
17.940000
18.021000
18.085000
18.098000
18.102000
18.187000
18.282000
18.647000
18.678000
18.785000
18.992000
19.074000
19.203000
19.215000
19.269000
19.297000
19.462000
19.474000
19.497000
19.508000
19.932000
20.116000
20.148000
20.187000
20.308000
20.394000
20.509000
20.577000
20.577000
20.679000
20.794000
21.264000
21.671000
21.732000
21.837000
21.980000
22.077000
22.141000
22.353000
22.465000
22.468000
22.497000
22.528000
22.569000
22.601000
22.770000
22.814000
22.867000
22.937000
23.033000
23.148000
23.158000
23.179000
23.183000
23.271000
23.572000
23.582000
23.678000
23.687000
23.762000
24.001000
24.118000
24.207000
24.327000
24.449000
24.588000
24.659000
24.837000
24.856000
24.867000
25.125000
25.352000
25.437000
25.573000
25.732000
25.814000
25.851000
25.871000
26.010000
26.027000
26.154000
26.156000
26.290000
26.333000
26.367000
26.389000
26.405000
26.412000
26.506000
26.524000
26.704000
26.730000
26.779000
26.895000
26.924000
26.932000
26.967000
27.207000
27.257000
27.479000
27.552000
27.643000
27.657000
27.691000
27.715000
27.718000
27.744000
28.005000
28.166000
28.236000
28.255000
28.261000
28.366000
28.485000
28.590000
28.634000
28.665000
28.878000
28.887000
28.927000
28.973000
28.996000
29.063000
29.129000
29.143000
29.155000
29.303000
29.338000
29.375000
29.430000
29.438000
29.611000
29.616000
29.683000
29.763000
29.839000
29.954000
29.979000
29.987000
30.007000
30.053000
30.106000
30.135000
30.147000
30.367000
30.620000
30.679000
30.868000
30.986000
31.037000
31.041000
31.205000
31.228000
31.266000
31.279000
31.296000
31.337000
31.451000
31.547000
31.565000
31.738000
31.781000
32.051000
32.083000
32.214000
32.251000
32.292000
32.296000
32.311000
32.316000
32.422000
32.476000
32.492000
32.500000
32.539000
32.560000
32.566000
32.731000
32.757000
32.876000
32.893000
32.972000
33.037000
33.184000
33.509000
33.623000
33.787000
33.869000
33.939000
34.019000
34.037000
34.071000
34.159000
34.326000
34.426000
34.430000
34.482000
34.490000
34.616000
34.625000
34.684000
34.797000
34.800000
34.998000
35.238000
35.357000
35.388000
35.476000
35.480000
35.710000
35.742000
35.812000
35.829000
35.844000
36.257000
36.287000
36.305000
36.306000
36.359000
36.630000
36.781000
36.798000
36.828000
36.831000
37.182000
37.287000
37.299000
37.390000
37.459000
37.510000
37.511000
37.547000
37.667000
37.811000
38.011000
38.029000
38.180000
38.366000
38.460000
38.505000
38.557000
38.660000
38.702000
38.871000
38.956000
39.149000
39.233000
39.312000
39.313000
39.331000
39.350000
39.391000
39.420000
39.457000
39.600000
39.628000
39.788000
39.804000
39.894000
40.033000
40.202000
40.203000
40.396000
40.443000
40.465000
40.633000
40.639000
40.657000
40.726000
40.740000
40.815000
40.960000
41.189000
41.320000
41.374000
41.422000
41.861000
41.871000
41.925000
42.068000
42.182000
42.192000
42.406000
42.716000
42.817000
42.901000
42.963000
42.977000
43.025000
43.335000
43.464000
